Language,Gloss,LexicalClass,Handshape,SelectedFingers.2.0,Flexion.2.0,Spread.2.0,ThumbPosition.2.0,sign type,Movement,Location,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape,UlnarRotation.2.0,Handshape change,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency
ASL,rabbit,n,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,None,Head,HeadAway,NA,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0,0.153
ASL,rush,v,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076
ASL,universe,n,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076
ASL,egg,n,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,closet_2,n,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,Other,Neutral,Neutral,Neutral,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.017
ASL,hurry,v,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,short_word,n,19,im,FullyOpen,0,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,diaper,n,20,im,FullyOpen,0,Open,SymmetricalOrAlternating,None,Body,Hips,NA,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.004,0,0.153
ASL,suspenders_1,n,20,im,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Body,TorsoTop,Waist,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.002,0.457
ASL,rob,v,20,im,FullyOpen,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,hunt,v,20,im,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,hurricane,n,20,im,FullyOpen,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,rabbit_2,n,94,im,Flat,0,Closed,SymmetricalOrAlternating,None,Neutral,Neutral,NA,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153
ASL,lick_envelope_2,v,97,im,Flat,0,Open,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.457
ASL,bacon,n,97,im,Flat,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,building,n,97,im,Flat,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,react,v,23,im,Crossed,0,Closed,SymmetricalOrAlternating,Curved,Head,Mouth,HeadAway,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.046,0.178,0.233
ASL,respect,adj,23,im,Crossed,0,Closed,SymmetricalOrAlternating,Curved,Head,Forehead,HeadAway,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.039,0.178,0.233
ASL,dreadlocks,n,23,im,Crossed,0,Closed,SymmetricalOrAlternating,Other,Head,Other,HeadAway,0,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.025,0.178,0.017
ASL,braids,n,23,im,Crossed,0,Closed,SymmetricalOrAlternating,Straight,Head,Other,HeadAway,1,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.025,0.178,0.457
ASL,donut,n,23,im,Crossed,0,Closed,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,fingers_crossed,minor,23,im,Crossed,0,Closed,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153
ASL,ready,adj,23,im,Crossed,0,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,retire,adj,23,im,Crossed,0,Open,SymmetricalOrAlternating,Straight,Body,Shoulder,NA,1,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.008,0,0.457
ASL,badge,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Straight,Body,Clavicle,NA,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.017,0,0.457
ASL,tanktop,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Straight,Body,TorsoTop,TorsoTop,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.011,0.457
ASL,tie_2,v,24,i,Curved,NA,Open,AsymmetricalSameHandshape,Straight,Body,TorsoMid,TorsoTop,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.094,0.006,0.011,0.457
ASL,clock_2,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,eclipse,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,plate,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,truck_1,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,brick,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,vase,n,24,i,Curved,NA,Open,SymmetricalOrAlternating,Z-shaped,Neutral,Neutral,Neutral,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.034
ASL,handcuffs,n,43,i,Curved,NA,Open,SymmetricalOrAlternating,Other,Arm,WristBack,NA,1,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.026,0.004,0,0.017
ASL,gym,n,25,i,Bent,NA,Open,SymmetricalOrAlternating,Circular,Body,BodyAway,BodyAway,0,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.016,0.045,0.076
ASL,spend,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Body,Hips,BodyAway,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.004,0.045,0.233
ASL,spend_lots_of_money,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Body,BodyAway,BodyAway,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.016,0.045,0.233
ASL,sharpen_1,v,25,i,Bent,NA,Open,AsymmetricalSameHandshape,Straight,Hand,FingerBack,HandAway,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.019,0.155,0.457
ASL,hood,n,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,hoodie_2,n,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,not_understand,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,interested,adj,25,i,Bent,NA,Open,SymmetricalOrAlternating,Straight,Head,CheekNose,HeadAway,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.035,0.178,0.457
ASL,jump_rope,n,25,i,Bent,NA,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076
ASL,deal_cards,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,drum,n,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,knitting_2,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,replace,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,shoot_2,v,25,i,Bent,NA,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
