Language,Gloss,LexicalClass,Handshape,SelectedFingers.2.0,Flexion.2.0,Spread.2.0,ThumbPosition.2.0,sign type,Movement,Location,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape,UlnarRotation.2.0,Handshape change,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency
ASL,drown_3,v,3,t,NA,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,Other,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.155,0.457
ASL,oil_1,n,3,t,NA,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457
ASL,email,n,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457
ASL,screwdriver_3,n,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457
ASL,mix_2,v,8,i,FullyOpen,NA,Open,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,HandAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.076
ASL,oil_3,v,8,i,FullyOpen,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457
ASL,shoot_1,v,8,i,FullyOpen,NA,Open,SymmetryViolation,Curved,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.363,0.363,0.426,0.233
ASL,sharp_2,adj,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,BackAndForth,Hand,PalmBack,HandAway,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.026
ASL,naked,adj,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,Curved,Hand,PalmBack,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.233
ASL,planet,n,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,Curved,Hand,PalmBack,NA,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0,0.233
ASL,space,n,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,Curved,Hand,PalmBack,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.233
ASL,shiny,adj,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.457
ASL,melon,n,14,m,Curved,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.457
ASL,pumpkin,n,14,m,Curved,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.457
ASL,join,v,19,im,FullyOpen,0,Closed,AsymmetricalDifferentHandshape,Curved,Hand,FingerUlnar,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.007,0,0.233
ASL,quit,v,19,im,FullyOpen,0,Closed,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.233
ASL,drown_2,v,19,im,FullyOpen,0,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,Other,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.01,0.457
ASL,pop,v,25,i,Bent,NA,Open,AsymmetricalDifferentHandshape,BackAndForth,Hand,HandAway,HandAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.026
ASL,stir,v,25,i,Bent,NA,Open,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,HandAway,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.076
ASL,sting,v,25,i,Bent,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0,0.457
ASL,claw,n,26,i,Flat,NA,Open,AsymmetricalDifferentHandshape,Curved,Hand,FingerTip,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0.155,0.233
ASL,both,minor,28,im,FullyOpen,1,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457
ASL,back_out,v,31,im,Bent,1,Closed,AsymmetricalDifferentHandshape,Curved,Hand,FingerUlnar,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.007,0.155,0.233
ASL,potato,n,31,im,Bent,1,Closed,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0,0.457
ASL,resign,v,31,im,Curved,1,Closed,AsymmetricalDifferentHandshape,Curved,Hand,FingerUlnar,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.007,0.155,0.233
ASL,ride_1,v,31,im,Curved,1,Closed,AsymmetricalDifferentHandshape,Straight,Hand,FingerUlnar,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.007,0,0.457
ASL,less,adj,50,imrp,Flat,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,HandAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457
ASL,sweater,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Body,TorsoTop,Hips,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.005,0.233
ASL,tired,adj,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Body,Clavicle,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.017,0,0.233
ASL,tube_top,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Body,TorsoMid,TorsoMid,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.006,0.01,0.233
ASL,vest,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Body,TorsoTop,TorsoBottom,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.005,0.233
ASL,client,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Body,TorsoTop,TorsoBottom,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.005,0.457
ASL,giraffe,n,54,imrp,Curved,0,Open,AsymmetricalSameHandshape,Straight,Body,BodyAway,BodyAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.094,0.016,0.045,0.457
ASL,how_2,adv,54,imrp,Curved,0,Open,AsymmetricalSameHandshape,Curved,Hand,FingerBack,NA,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.019,0,0.233
ASL,chimney,n,54,imrp,Curved,0,Open,AsymmetricalSameHandshape,Straight,Hand,FingerRadial,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.035,0.155,0.457
ASL,english,n,54,imrp,Curved,0,Open,AsymmetricalSameHandshape,Straight,Hand,PalmBack,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.024,0,0.457
ASL,beard,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,halloween_1,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,helmet,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,peekaboo,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Head,HeadAway,HeadAway,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.233
ASL,shame,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Head,UnderChin,HeadAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.006,0.178,0.233
ASL,binoculars,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Head,HeadAway,NA,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0,0.457
ASL,communication,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.457
ASL,eyes_awake,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Head,Eye,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.016,0,0.457
ASL,action,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076
ASL,bowl,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,category,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,cemetery,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,chance,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,empty_2,adj,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,how,minor,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,overnight,adv,54,imrp,Curved,0,Open,AsymmetricalSameHandshape,Curved,Neutral,Neutral,Neutral,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.363,0.363,0.426,0.233
ASL,class,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,None,Neutral,Neutral,Neutral,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.153
ASL,hold_hands,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,None,Neutral,Neutral,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153
ASL,comfortable,adj,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Other,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.017
ASL,stack_2,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Other,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.017
ASL,break_down,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,castle_3,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,certificate,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,congratulations,minor,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.457
ASL,couch_1,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,give_up,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,greet,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,small,adj,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,strangle,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.457
ASL,stretch_2,v,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,truck_2,n,54,imrp,Curved,0,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,autism_2,n,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,Curved,Body,BodyAway,TorsoTop,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.094,0.016,0.011,0.233
ASL,smoke,n,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,HandAway,0,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.076
ASL,gone,adj,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457
ASL,in,minor,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0,0.457
ASL,missing,v,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457
ASL,out,minor,57,imrp,Flat,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457
ASL,gloves_3,n,57,imrp,FullyOpen,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,Other,Other,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.01,0.457
ASL,porcupine,n,58,imrp,Bent,1,Closed,AsymmetricalDifferentHandshape,Curved,Hand,PalmBack,PalmBack,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.011,0.233
ASL,principal,n,64,im,Stacked,NA,Open,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,PalmBack,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.011,0.076
ASL,jar,n,74,imrp,Curved,1,Open,AsymmetricalDifferentHandshape,None,Hand,FingerRadial,NA,1,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0,0.153
ASL,capture,v,74,imrp,Curved,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,FingerRadial,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.009,0.457
ASL,come_out,v,74,imrp,Curved,1,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.457
ASL,get_off,v,93,im,Curved,0,Closed,AsymmetricalDifferentHandshape,Curved,Hand,FingerUlnar,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.007,0.155,0.233
ASL,band_aid_1,n,94,im,Flat,0,Closed,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.457
ASL,get_in_bed,v,94,im,Flat,0,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.457
ASL,tea,n,99,i,Curved,NA,Open,AsymmetricalDifferentHandshape,Circular,Hand,FingerRadial,FingerRadial,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.009,0.076
ASL,vote,n,99,i,Curved,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,NA,1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0,0.457
ASL,emotion,n,56,imrp,Bent,0,Closed,SymmetricalOrAlternating,Circular,Body,TorsoTop,BodyAway,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0.045,0.076
ASL,experiment,n,56,imrp,Bent,0,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076
ASL,easter,n,56,imrp,Bent,0,Closed,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153
ASL,evaluate,v,56,imrp,Bent,0,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457
ASL,beanie,n,56,imrp,Bent,0,Open,SymmetricalOrAlternating,Straight,Head,Other,Other,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.025,0.01,0.457
ASL,erupt_2,v,56,imrp,Bent,0,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,priority,adj,1,imrp,FullyClosed,NA,Closed,AsymmetricalDifferentHandshape,Curved,Hand,HandAway,FingerTip,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.006,0.233
ASL,start,v,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,None,Hand,Other,NA,1,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.153
ASL,appear,v,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,Other,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.01,0.457
ASL,disappear,v,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,HandAway,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.155,0.457
ASL,escape,v,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,HandAway,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.155,0.457
ASL,flipflops,n,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.457
ASL,sophomore,adj,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,FingerTip,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0,0.457
ASL,drown_4,v,7,i,FullyOpen,NA,Closed,AsymmetricalDifferentHandshape,Z-shaped,Hand,Other,HandAway,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0.155,0.034
ASL,drill,n,8,i,FullyOpen,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,Other,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.457
ASL,sandals,n,9,i,Bent,NA,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.457
ASL,touch,v,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,BackAndForth,Hand,PalmBack,HandAway,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.026
ASL,special_1,adj,13,m,Flat,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerTip,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0,0.457
ASL,nail_clipper,v,25,i,Bent,NA,Open,AsymmetricalDifferentHandshape,Z-shaped,Hand,FingerTip,FingerTip,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0.006,0.034
ASL,ring,n,26,i,Flat,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerBack,FingerBack,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.019,0.01,0.457
ASL,crash_plane,v,36,ip,FullyOpen,NA,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,PalmBack,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.011,0.457
ASL,calendar,n,47,imrp,FullyOpen,1,Closed,AsymmetricalDifferentHandshape,X-shaped,Hand,Palm,HandAway,1,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.004
ASL,schedule,n,47,imrp,FullyOpen,1,Closed,AsymmetricalDifferentHandshape,X-shaped,Hand,Palm,HandAway,1,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0.155,0.004
ASL,breaktime,n,48,imrp,FullyOpen,0,Closed,AsymmetricalDifferentHandshape,Straight,Hand,Other,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.457
ASL,get_through,v,49,imrp,FullyOpen,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerFront,HandAway,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.015,0.155,0.457
ASL,file_2,v,49,imrp,FullyOpen,0,Open,AsymmetricalDifferentHandshape,Z-shaped,Hand,HandAway,HandAway,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.034
ASL,go_through,v,50,imrp,Flat,0,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerFront,FingerFront,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.015,0.016,0.457
ASL,accept,v,57,imrp,Flat,1,Open,SymmetricalOrAlternating,Straight,Body,TorsoTop,NA,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.032,0,0.457
ASL,gloves_4,n,57,imrp,Flat,1,Open,AsymmetricalSameHandshape,Straight,Hand,PalmBack,HandAway,1,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.024,0.155,0.457
ASL,flute,n,57,imrp,Flat,1,Open,SymmetricalOrAlternating,None,Head,HeadAway,NA,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0,0.153
ASL,pillow_2,n,57,imrp,Flat,1,Open,SymmetricalOrAlternating,None,Head,HeadAway,NA,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0,0.153
ASL,wade_2,v,57,imrp,Flat,1,Open,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076
ASL,bark_1,v,57,imrp,Flat,1,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,NA,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.233
ASL,vanish,v,57,imrp,Flat,1,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233
ASL,saxophone,n,57,imrp,Flat,1,Open,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153
ASL,soft,adj,57,imrp,Flat,1,Open,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.153
