sign_id,Language,Gloss,LexcialClass,sign_category,sign type,non_manual,Handshape,Selected Hand Parts,Location,Movement,Movement old,Handshape change,NonDominantHandshape
HKG_048_a_0012,HKG - Hong Kong,TOTALLY IGNORANT OF,adj,Monomorphemic,OneHanded,N,48,"I,M,R,P:Rad",Mouth,Straight,"Str,Trace",---,---
HKG_048_a_0013,HKG - Hong Kong,SHOP,n,Monomorphemic,OneHanded,N,48,"I,M,R,P:Rad",Mouth,None,---,---,---
HKG_048_a_0016,HKG - Hong Kong,CAUGHT IN (ONE'S) OWN TRAP,adj,Monomorphemic,OneHanded,N,48,"I,M,R,P:Tip",Chin:Und,BackAndForth,"Str,Rep,Bi,BrushCon",---,---
HKG_048_a_0017,HKG - Hong Kong,PRONOUNCE,v,Monomorphemic,OneHanded,N,48,"I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_048_a_0018,HKG - Hong Kong,WATCH,v,Monomorphemic,OneHanded,N,48,"I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_048_a_0019a,HKG - Hong Kong,WAIT,v,Monomorphemic,OneHanded,N,48,"I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_048_a_0019b,HKG - Hong Kong,WAIT A MINUTE,v,Monomorphemic,OneHanded,N,48,"I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_048_a_0020,HKG - Hong Kong,PARTIAL,adj,Monomorphemic,OneHanded,N,48,Hand:Rad,Torso,BackAndForth,"Str,Rep(2),Uni,Trace",---,---
HKG_048_a_0022a,HKG - Hong Kong,FORBEAR/PUT UP WITH,v,Monomorphemic,OneHanded,N,48,"I,M,R,P:Rad",Torso,Straight,"Str,Trace",---,---
HKG_048_a_0022b,HKG - Hong Kong,PATIENT,adj,Monomorphemic,OneHanded,N,48,"I,M,R,P:Rad",Torso,Straight,"Str,Trace",---,---
HKG_048_a_0023,HKG - Hong Kong,CONTENTED,adj,Monomorphemic,OneHanded,N,48,"I,M,R,P:Rad",Torso,Other,"Uni,Trace",---,---
HKG_048_a_0024,HKG - Hong Kong,FULL,adj,Monomorphemic,OneHanded,N,48,"I,M,R,P:Rad",Torso,Straight,"Str,Trace",---,---
HKG_048_a_0037,HKG - Hong Kong,FUTURE,n,Monomorphemic,OneHanded,N,48,I:Rad,Head,Straight,"Str,Dir:fr(XB)",---,---
HKG_048_a_0038,HKG - Hong Kong,SHARK,n,Monomorphemic,OneHanded,N,48,Hand:Bk,---,None,---,---,---
HKG_049_a_0001,HKG - Hong Kong,ABOUT,adv,Monomorphemic,OneHanded,N,49,Hand:Uln,---,BackAndForth,Bi,---,---
HKG_049_a_0002,HKG - Hong Kong,HILL,n,Monomorphemic,OneHanded,N,49,Palm,---,,"Arc,Trace",---,---
HKG_049_a_0004,HKG - Hong Kong,GOAT,n,Bimorphemic,OneHanded,N,49,Palm,---,,"Arc,Trace",---,---
HKG_049_a_0006,HKG - Hong Kong,CHOP,v,Monomorphemic,OneHanded,N,49,Hand:Uln,---,Curved,"Arc,Dir:to(Z)",---,---
HKG_049_a_0007,HKG - Hong Kong,DENTED,adj,Monomorphemic,OneHanded,N,49,Palm:He,---,,"Arc,Trace",---,---
HKG_049_a_0008,HKG - Hong Kong,(YOU)OWE(ME),v:agr,Monomorphemic,OneHanded,N,49,"T,I,M,R,P:Tip",---,Straight,"Str,Dir:to(X),Hold",---,---
HKG_049_a_0009,HKG - Hong Kong,HERS,poss,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:to(Z)",---,---
HKG_049_a_0010,HKG - Hong Kong,YOURS,poss,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:to(X)",---,---
HKG_049_a_0011,HKG - Hong Kong,CAN,mod,Monomorphemic,OneHanded,N,49,Palm,---,None,---,49,---
HKG_049_a_0012,HKG - Hong Kong,WILL,mod,Monomorphemic,OneHanded,N,49,Palm,---,None,---,4,---
HKG_049_a_0015,HKG - Hong Kong,OWN UP,v,Monomorphemic,OneHanded,N,49,Palm,---,Curved,"Arc,Dir:fr(Y)",---,---
HKG_049_a_0016,HKG - Hong Kong,PUT,v,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:to(Y)",---,---
HKG_049_a_0017,HKG - Hong Kong,ABILITY,n,Bimorphemic,OneHanded,N,49,Palm,---,None,---,4,---
HKG_049_a_0018,HKG - Hong Kong,PROHIBIT,v,Monomorphemic,OneHanded,N,49,Hand:Bk,---,Curved,Arc,---,---
HKG_049_a_0019a,HKG - Hong Kong,GOODBYE,interj,Monomorphemic,OneHanded,N,49,Palm,---,None,---,---,---
HKG_049_a_0019b,HKG - Hong Kong,GOODBYE,interj,Monomorphemic,OneHanded,N,49,Palm,---,None,---,4,---
HKG_049_a_0020,HKG - Hong Kong,CERTAINLY CAN,mod,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Trace",4,---
HKG_049_a_0021,HKG - Hong Kong,FRONT,postp,Monomorphemic,OneHanded,N,49,Palm,---,BackAndForth,"Str,Rep,Dir:to(X)",---,---
HKG_049_a_0022,HKG - Hong Kong,CLEAN,v,Monomorphemic,OneHanded,N,49,Palm,---,Circular,"Cir,Rep,Trace",---,---
HKG_049_a_0023,HKG - Hong Kong,GO SIGHT SEEING,v,Monomorphemic,OneHanded,N,49,Hand:Uln,---,Other,Dir:to(Z),---,---
HKG_049_a_0024,HKG - Hong Kong,REFUSE,v,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:to(X),Hold",---,---
HKG_049_a_0026,HKG - Hong Kong,WALL,n,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Trace",---,---
HKG_049_a_0027,HKG - Hong Kong,BESIDE,postp,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:fr(Z)",---,---
HKG_049_a_0028,HKG - Hong Kong,GROW,v,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:fr(Y)",---,---
HKG_049_a_0029,HKG - Hong Kong,LOW,adj,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:to(Y)",---,---
HKG_049_a_0030,HKG - Hong Kong,CHILDREN,n,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Dir:to(Y),Hold",---,---
HKG_049_a_0033,HKG - Hong Kong,PAINT,v,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",---,BackAndForth,"Str,Rep,Bi,Trace",---,---
HKG_049_a_0034,HKG - Hong Kong,TALL / HIGH,adj,Monomorphemic,OneHanded,N,49,Palm,Head,Straight,"Str,Dir:fr(XB)",---,---
HKG_049_a_0036,HKG - Hong Kong,FORTUNATE,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Forehead,Straight,"Str,Dir:fr(XB)",4,---
HKG_049_a_0037,HKG - Hong Kong,UNLUCKY / UNFORTUNATE,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Forehead,Straight,"Str,Dir:fr(XB)",17,---
HKG_049_a_0038,HKG - Hong Kong,CATHOLIC,n,Monomorphemic,OneHanded,N,49,"I,M,R,P:Tip",Forehead,None,---,---,---
HKG_049_a_0039,HKG - Hong Kong,UNDERSTAND / KNOW,v,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Forehead,None,---,---,---
HKG_049_a_0041,HKG - Hong Kong,HEAD,n,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Head,None,---,---,---
HKG_049_a_0042,HKG - Hong Kong,DOZE OFF,v,Monomorphemic,OneHanded,N,49,T:Tip,Forehead,None,---,4,---
HKG_049_a_0043,HKG - Hong Kong,MIRROR,n,Monomorphemic,OneHanded,N,49,Palm,Face,BackAndForth,"Bi,Pivot,Trace",---,---
HKG_049_a_0044,HKG - Hong Kong,GOOD (SHOW),adj,Monomorphemic,OneHanded,N,49,Palm,Face,,"Arc,Trace",4,---
HKG_049_a_0047a,HKG - Hong Kong,GLASS,n,Monomorphemic,OneHanded,N,49,Palm,Eye,None,---,---,---
HKG_049_a_0047b,HKG - Hong Kong,TRANSPARENT,adj,Monomorphemic,OneHanded,N,49,Palm,Eye,None,---,---,---
HKG_049_a_0048,HKG - Hong Kong,FRAGRANT,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Nose,,"Arc,Trace",---,---
HKG_049_a_0049,HKG - Hong Kong,FACE,n,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Cheek,None,---,---,---
HKG_049_a_0051,HKG - Hong Kong,BEAUTIFUL,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Cheek,Straight,"Str,Trace",4,---
HKG_049_a_0052,HKG - Hong Kong,BLUE,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Tip",Cheek,None,---,---,---
HKG_049_a_0053,HKG - Hong Kong,BOAST,v,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Cheek,None,---,4,---
HKG_049_a_0054,HKG - Hong Kong,NOT HEAR,v,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Ear,None,---,---,---
HKG_049_a_0057,HKG - Hong Kong,YAWN,v,Monomorphemic,OneHanded,N,49,Palm,Mouth,None,---,---,---
HKG_049_a_0058,HKG - Hong Kong,(WHAT ONE SAYS IS) RIGHT,adj,Monomorphemic,OneHanded,N,49,Hand:Rad,Mouth,Curved,"Arc,Dir:fr(XB)",4,---
HKG_049_a_0058a,HKG - Hong Kong,(WHAT ONE SAYS IS) RIGHT,adj,Monomorphemic,OneHanded,N,49,Hand:Rad,Mouth,Curved,"Arc,Dir:fr(XB)",4,---
HKG_049_a_0058b,HKG - Hong Kong,JUSTIFIED,adj,Monomorphemic,OneHanded,N,49,Hand:Rad,Mouth,Curved,"Arc,Dir:fr(XB)",4,---
HKG_049_a_0060,HKG - Hong Kong,ORANGE,adj,Monomorphemic,OneHanded,N,49,Palm,Mouth,BackAndForth,"Bi,Trace",---,---
HKG_049_a_0061,HKG - Hong Kong,YOUNG,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Chin,BackAndForth,"Bi,Trace",---,---
HKG_049_a_0062,HKG - Hong Kong,APPLY FOR LEAVE,v,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Chin,Straight,"Str,Dir:fr(XB)",---,---
HKG_049_a_0063,HKG - Hong Kong,IT'S NOTHING,interj,Monomorphemic,OneHanded,N,49,Palm:He,Chin:Und,Straight,"Str,Dir:fr(XB)",---,---
HKG_049_a_0064,HKG - Hong Kong,MORNING,n,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Chin:Und,Straight,"Str,Trace",---,---
HKG_049_a_0065,HKG - Hong Kong,BREAKFAST,n,Bimorphemic,OneHanded,N,49,"I,M,R,P:Fr",Chin:Und,Straight,"Str,Trace",---,---
HKG_049_a_0066,HKG - Hong Kong,GOOD MORNING,greet,Bimorphemic,OneHanded,N,49,"I,M,R,P:Fr",Chin:Und,Straight,"Str,Trace",---,---
HKG_049_a_0067,HKG - Hong Kong,AGO / BEFORE / IN THE PAST,adv,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Shoulder,BackAndForth,"Arc,Rep,Uni,Dir:to(XB)",---,---
HKG_049_a_0068,HKG - Hong Kong,OUT OF DATE,adj,Bimorphemic,OneHanded,N,49,"I,M,R,P:Fr",Shoulder,BackAndForth,"Arc,Rep,Uni,Dir:to(XB)",---,---
HKG_049_a_0070,HKG - Hong Kong,BEHIND,postp,Monomorphemic,OneHanded,N,49,Palm,Shoulder,BackAndForth,"Arc,Rep,Dir:to(XB)",---,---
HKG_049_a_0071,HKG - Hong Kong,YESTERDAY,adv,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Shoulder,Curved,"Arc,Dir:to(XB),Con",---,---
HKG_049_a_0072,HKG - Hong Kong,RECENTLY,adv,Bimorphemic,OneHanded,N,49,"I,M,R,P:Fr",Shoulder,Curved,"Arc,Dir:to(XB),Con",---,---
HKG_049_a_0076a,HKG - Hong Kong,BE RESPONSIBLE FOR,v,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Shoulder,None,---,---,---
HKG_049_a_0076b,HKG - Hong Kong,MAID,n,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Shoulder,None,---,---,---
HKG_049_a_0078,HKG - Hong Kong,PREPARE,v,Bimorphemic,OneHanded,N,49,Palm,Torso,None,---,4,---
HKG_049_a_0080,HKG - Hong Kong,HEALTHY,adj,Monomorphemic,OneHanded,N,49,"I,M,R,P:Fr",Torso,,"Arc,Trace",4,---
HKG_049_a_0083a,HKG - Hong Kong,EXERT (ONESELF),v,Monomorphemic,OneHanded,N,49,Hand:Uln,Torso,None,---,---,---
HKG_049_a_0083b,HKG - Hong Kong,PATIENT,adj,Monomorphemic,OneHanded,N,49,Hand:Uln,Torso,None,---,---,---
HKG_049_a_0084,HKG - Hong Kong,SHORT SLEEVE,n,Monomorphemic,OneHanded,N,49,Hand:Uln,UpperArm,None,---,---,---
HKG_049_a_0085,HKG - Hong Kong,TAIL,n,Monomorphemic,OneHanded,N,49,Hand:Bk,Hip,None,---,---,---
HKG_049_a_0139,HKG - Hong Kong,PREVIOUSLY,adv,Monomorphemic,OneHanded,N,49,Hand:Bk,---,Straight,"Str,Dir:fr(Y)",---,---
HKG_049_a_0140,HKG - Hong Kong,LONG-SLEEVED,adj,Monomorphemic,OneHanded,N,49,Hand:Uln,---,None,---,---,49
HKG_049_a_0141,HKG - Hong Kong,SPRING,n,Monomorphemic,OneHanded,N,49,Palm,---,None,---,---,---
HKG_049_a_0142,HKG - Hong Kong,AUTUMN,n,Monomorphemic,OneHanded,N,49,Palm,---,Circular,"Cir,Clock,Rep",---,---
HKG_049_a_0143,HKG - Hong Kong,BACK,n,Monomorphemic,OneHanded,N,49,Palm,Torso,None,---,---,---
HKG_049_a_0144,HKG - Hong Kong,THAILAND,n,Monomorphemic,OneHanded,N,49,Hand:Rad,Mouth,BackAndForth,"Str,Rep,Uni,Dir:to(XB),Con",---,---
HKG_049_a_0147,HKG - Hong Kong,MESSENGER BAG,n,Monomorphemic,OneHanded,N,49,Hand:Uln,Torso,Straight,"Str,Trace,BrushCon",---,---
HKG_049_a_0148,HKG - Hong Kong,FISH,n,Monomorphemic,OneHanded,N,49,Hand:Bk,---,None,---,---,---
HKG_049_a_0149,HKG - Hong Kong,MUSEUM,n,Monomorphemic,OneHanded,N,49,Hand:Bk,---,Circular,"Cir,Clock,Rep",---,---
HKG_049_a_0150,HKG - Hong Kong,LEG,n,Monomorphemic,OneHanded,N,49,Palm,UpperLeg,BackAndForth,"Str,Rep,Uni,Dir:to(XB),Con",---,---
HKG_049_a_0151,HKG - Hong Kong,SLEEP,v,Monomorphemic,OneHanded,N,49,Palm,Face,None,---,---,---
HKG_049_a_0153,HKG - Hong Kong,TURN LEFT,v,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Trace",---,---
HKG_049_a_0154,HKG - Hong Kong,TURN RIGHT,v,Monomorphemic,OneHanded,N,49,Palm,---,Straight,"Str,Trace",---,---
HKG_049_a_2001,HKG - Hong Kong,FISH,n,Monomorphemic,OneHanded,N,49,"I,M,R,P:Tip",---,Straight,"Str,Trace,Dir:to(Z)",---,---
HKG_050_a_0001,HKG - Hong Kong,SAUTE,v,Monomorphemic,OneHanded,N,50,"I,M,R,P:Tip",---,BackAndForth,"Arc,Rep,Uni,Dir:to(Z)",---,---
HKG_050_a_0002,HKG - Hong Kong,MAIL,v,Monomorphemic,OneHanded,N,50,"I,M,R,P:Tip",---,Straight,"Str,Dir:to(X)",---,---
HKG_050_a_0009,HKG - Hong Kong,A NARROW ESCAPE / A CLOSE CALL,interj,Monomorphemic,OneHanded,N,50,"I,M,R,P:Bk",Cheek,BackAndForth,"Str,Rep,Uni,Trace",---,---
HKG_050_a_0010,HKG - Hong Kong,DESOLATE,adj,Monomorphemic,OneHanded,N,50,"I,M,R,P:Bk",Cheek,Straight,"Str,Trace",---,---
HKG_050_a_0011,HKG - Hong Kong,CALL THE POLICE,v:agr,Monomorphemic,OneHanded,N,50,"I,M,R,P:Bk",Chin:Und,Curved,"Arc,Pivot,Dir:fr(XB)",49,---
HKG_050_a_0011a,HKG - Hong Kong,CALL THE POLICE,v:agr,Monomorphemic,OneHanded,N,50,"I,M,R,P:Bk",Chin:Und,Curved,"Arc,Pivot,Dir:fr(XB)",49,---
HKG_050_a_0011b,HKG - Hong Kong,COMPLAIN,v:agr,Monomorphemic,OneHanded,N,50,"I,M,R,P:Bk",Chin:Und,Curved,"Arc,Pivot,Dir:fr(XB)",49,---
HKG_050_a_0012,HKG - Hong Kong,HUMBLE,adj,Monomorphemic,OneHanded,N,50,Hand:Uln,Torso,Straight,"Str,Trace",4,---
HKG_050_a_0013,HKG - Hong Kong,FRANK,adj,Bimorphemic,OneHanded,N,50,Hand:Uln,Torso,Straight,"Str,Trace",---,---
HKG_050_a_0014,HKG - Hong Kong,HUNGRY,adj,Monomorphemic,OneHanded,N,50,"I,M,R,P:Tip",Torso,None,---,---,---
HKG_050_a_0015,HKG - Hong Kong,WASTE,v,Monomorphemic,OneHanded,N,50,"I,M,R,P:Bk",Waist,None,---,---,---
HKG_050_a_0018,HKG - Hong Kong,HILL,n,Monomorphemic,OneHanded,N,50,Palm,---,Curved,"Arc,Trace",---,---
HKG_050_a_0021,HKG - Hong Kong,TALL,adj,Monomorphemic,OneHanded,N,50,Palm,---,Straight,"Str,Trace",---,---
HKG_050_a_0022,HKG - Hong Kong,PAINT,v,Monomorphemic,OneHanded,N,50,Palm,---,BackAndForth,"Str,Rep,Bi,Trace",49,---
HKG_050_a_2001,HKG - Hong Kong,CAN,mod,Monomorphemic,OneHanded,N,50,"I,M,R,P:Tip",---,None,---,50,---
HKG_051_a_0001,HKG - Hong Kong,PROSTITUTE,n,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",---,BackAndForth,"Bi,Dir:to(Z)",---,---
HKG_051_a_0002a,HKG - Hong Kong,POWDER,n,Monomorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_051_a_0002b,HKG - Hong Kong,SAND,n,Monomorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_051_a_0002c,HKG - Hong Kong,SOIL,n,Monomorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_051_a_0003,HKG - Hong Kong,LANDSLIDE,n,Bimorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_051_a_0005,HKG - Hong Kong,PINK,n,Bimorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_051_a_0006,HKG - Hong Kong,TREE,n,Monomorphemic,OneHanded,N,51,Hand:Bk,---,Straight,"Str,Dir:fr(Y)",57,---
HKG_051_a_0007,HKG - Hong Kong,GIVE (YOU) / PROVIDE (YOU),v:agr,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",---,Straight,"Str,Dir:to(X)",---,---
HKG_051_a_0008,HKG - Hong Kong,INFLUENCE,v,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",---,Straight,"Str,Dir:to(Z)",57,---
HKG_051_a_0009,HKG - Hong Kong,DAY,n,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",---,Curved,"Arc,Pivot,Dir:fr(Z)",53,---
HKG_051_a_0010,HKG - Hong Kong,MONEY,n,Monomorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_051_a_0013,HKG - Hong Kong,LEARN,v,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Forehead,None,---,---,---
HKG_051_a_0016,HKG - Hong Kong,ALLOW,v:agr,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Cheek,Straight,"Str,Dir:fr(XB)",57,---
HKG_051_a_0017,HKG - Hong Kong,BLUSH,v,Monomorphemic,OneHanded,N,51,Hand:Uln,Cheek,Straight,"Str,Trace",57,---
HKG_051_a_0018,HKG - Hong Kong,EAT,v,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Mouth,Straight,"Str,Pivot,Dir:to(XB)",---,---
HKG_051_a_0019,HKG - Hong Kong,FOOD,n,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Mouth,BackAndForth,"Str,Rep(2),Uni,Pivot,Dir:to(XB)",---,---
HKG_051_a_0020,HKG - Hong Kong,BLEED,v,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Mouth,Curved,"Arc,Dir:fr(XB)",57,---
HKG_051_a_0021,HKG - Hong Kong,HAVE TRIED,v,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Chin,Curved,"Arc,Dir:fr(XB)",57,---
HKG_051_a_0022,HKG - Hong Kong,SCARF,n,Monomorphemic,OneHanded,N,51,"I,M,R,P:Bk",Neck,Curved,"Arc,Trace",57,---
HKG_051_a_0023,HKG - Hong Kong,EXBARRASSED,adj,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Torso,Straight,"Str,Trace",---,---
HKG_051_a_0024,HKG - Hong Kong,DOCTOR,n,Monomorphemic,OneHanded,N,51,"T,I,M,R,P:Tip",Torso,None,---,---,---
HKG_051_a_0033,HKG - Hong Kong,BANKNOTE,n,Monomorphemic,OneHanded,N,51,Hand:Bk,---,None,---,---,---
HKG_052_a_0001,HKG - Hong Kong,INVEST,v,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Y)",---,---
HKG_052_a_0002,HKG - Hong Kong,HUMID,adj,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Tip",---,None,---,51,---
HKG_052_a_0002a,HKG - Hong Kong,HUMID,adj,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Tip",---,None,---,51,---
HKG_052_a_0002b,HKG - Hong Kong,WET,adj,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Tip",---,None,---,51,---
HKG_052_a_0003,HKG - Hong Kong,VIDEO TAPE,n,Monomorphemic,OneHanded,N,52,Hand:Uln,---,None,---,---,---
HKG_052_a_0004,HKG - Hong Kong,SHEEP,n,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Fr",Chin,BackAndForth,"Str,Rep,Uni,Dir:fr(XB)",51,---
HKG_052_a_0005,HKG - Hong Kong,MUTTON,n,Bimorphemic,OneHanded,N,52,"T,I,M,R,P:Fr",Chin,Straight,"Str,Dir:fr(XB)",51,---
HKG_052_a_0006,HKG - Hong Kong,WOOL,n,Bimorphemic,OneHanded,N,52,"T,I,M,R,P:Fr",Chin,Straight,"Str,Dir:fr(XB)",51,---
HKG_052_a_0007,HKG - Hong Kong,LOSE (ONE'S) FACE,v,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Fr",Cheek,Straight,"Str,Dir:fr(XB)",51,---
HKG_052_a_0008,HKG - Hong Kong,PAGER,n,Monomorphemic,OneHanded,N,52,T:Bk,Waist,None,---,---,---
HKG_052_a_0012,HKG - Hong Kong,MANGO,n,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Tip",Mouth,BackAndForth,"Str,Rep,Uni,Dir:to(XB)",---,---
HKG_052_a_0013,HKG - Hong Kong,BENEVOLENT,adj,Monomorphemic,OneHanded,N,52,T:Tip,Torso,None,---,51,---
HKG_052_a_0014,HKG - Hong Kong,ELEPHANT,n,Monomorphemic,OneHanded,N,52,"T,I,M,R,P:Tip",Nose,Curved,"Arc,Dir:fr(XB)",---,---
HKG_052_a_0015,HKG - Hong Kong,DUCK,n,Monomorphemic,OneHanded,N,52,Hand:Bk,Mouth,None,---,51,---
HKG_053_a_0001,HKG - Hong Kong,(WE) ALL GO TOGETHER,---,Bimorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,Arc,51,---
HKG_053_a_0002,HKG - Hong Kong,DARK (COLOR),adj,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Straight,"Str,Dir:to(Y)",51,---
HKG_053_a_0003,HKG - Hong Kong,SHUT UP,v,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Straight,"Str,Dir:to(X)",51,---
HKG_053_a_0004,HKG - Hong Kong,DARK,adj,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Z)",51,---
HKG_053_a_0004a,HKG - Hong Kong,DARK,adj,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Z)",51,---
HKG_053_a_0004b,HKG - Hong Kong,LATE AT NIGHT,n,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Z)",51,---
HKG_053_a_0004c,HKG - Hong Kong,NIGHT,n,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Z)",51,---
HKG_053_a_0005,HKG - Hong Kong,GOODNIGHT,greet,Bimorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Z)",51,---
HKG_053_a_0006,HKG - Hong Kong,DINNER,n,Bimorphemic,OneHanded,N,53,"T,I,M,R,P:Tip",---,Curved,"Arc,Dir:to(Z)",51,---
HKG_053_a_0008,HKG - Hong Kong,THIN,adj,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Fr",Cheek,Straight,"Str,Dir:fr(XB)",51,---
HKG_053_a_0009,HKG - Hong Kong,HEAR,v,Monomorphemic,OneHanded,N,53,T:Bk,Ear,None,---,51,---
HKG_053_a_0009a,HKG - Hong Kong,HEAR,v,Monomorphemic,OneHanded,N,53,T:Bk,Ear,None,---,51,---
HKG_053_a_0009b,HKG - Hong Kong,NEWS,n,Monomorphemic,OneHanded,N,53,T:Bk,Ear,None,---,51,---
HKG_053_a_0009c,HKG - Hong Kong,NEWS,n,Monomorphemic,OneHanded,N,53,T:Bk,Ear,None,---,51,---
HKG_053_a_0009d,HKG - Hong Kong,SOUND,n,Monomorphemic,OneHanded,N,53,T:Bk,Ear,None,---,51,---
HKG_053_a_0009e,HKG - Hong Kong,HEAR,v,Monomorphemic,OneHanded,N,53,T:Bk,Ear,None,---,51,---
HKG_053_a_0010,HKG - Hong Kong,DUCK,n,Monomorphemic,OneHanded,N,53,Hand:Bk,Mouth,None,---,51,---
HKG_053_a_0025,HKG - Hong Kong,OBEDIENT,adj,Monomorphemic,OneHanded,N,53,Hand:Rad,Ear,None,---,---,---
HKG_053_a_0026,HKG - Hong Kong,PATERNAL GRANDFATHER,n,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Fr",Chin,BackAndForth,"Str,Rep,Dir:fr(XB),BrushCon",51,---
HKG_053_a_0028,HKG - Hong Kong,BREAD,n,Monomorphemic,OneHanded,N,53,"T,I,M,R,P:Fr",Mouth,None,---,51,---
HKG_054_a_0001,HKG - Hong Kong,COMPACT DISK/CD,n,Monomorphemic,OneHanded,N,54,Hand:Uln,---,None,---,904,---
HKG_054_a_0002,HKG - Hong Kong,DOOR KNOB,n,Monomorphemic,OneHanded,N,54,Hand:Rad,---,None,---,---,---
HKG_054_a_0003,HKG - Hong Kong,ELEPHANT,n,Monomorphemic,OneHanded,N,54,Hand:Rad,Nose,Curved,"Arc,Dir:fr(XB)",---,---
HKG_054_a_0004a,HKG - Hong Kong,CUP,n,Monomorphemic,OneHanded,N,54,Hand:Rad,Mouth,Other,Rep,---,---
HKG_054_a_0004b,HKG - Hong Kong,DRINK,v,Monomorphemic,OneHanded,N,54,Hand:Rad,Mouth,None,---,---,---
HKG_054_a_0005,HKG - Hong Kong,BITE,v:agr,Monomorphemic,OneHanded,N,54,Hand:Bk,Mouth,None,---,2,---
