sign_id,Language,Gloss,LexcialClass,sign_category,sign type,non_manual,Handshape,Selected Hand Parts,Location,Movement,Movement old,Handshape change,NonDominantHandshape
HKG_054_a_0006,HKG - Hong Kong,PIPE,n,Monomorphemic,OneHanded,N,54,"T,I,M,R,P:Tip",Mouth,None,---,---,---
HKG_054_a_0007,HKG - Hong Kong,CHEW,v,Monomorphemic,OneHanded,N,54,Hand:Bk,Mouth,None,---,2,---
HKG_054_a_0009,HKG - Hong Kong,GET STUCK WITH,adj,Monomorphemic,OneHanded,N,54,"T,I,M,R,P:Tip",Neck,None,---,---,---
HKG_054_a_0020,HKG - Hong Kong,MOBILE PHONE,n,Monomorphemic,OneHanded,N,54,"T,I,M,R,P:Tip",Ear,None,---,---,---
HKG_054_a_0022,HKG - Hong Kong,MOUSE,n,Monomorphemic,OneHanded,N,54,Palm,---,Circular,"Cir,Clock,Rep,Trace",---,---
HKG_055_a_0001,HKG - Hong Kong,PLIER,n,Monomorphemic,OneHanded,N,55,Palm,---,None,---,---,---
HKG_055_a_0002,HKG - Hong Kong,SOAP,n,Monomorphemic,OneHanded,N,55,"I,M,R,P:Tip",Torso,Other,"Str,Bi,Pivot,Trace",---,---
HKG_056_a_0001,HKG - Hong Kong,EAST,n,Monomorphemic,OneHanded,N,56,"I,M,R,P:Tip",Chin,None,---,---,---
HKG_057_a_0001,HKG - Hong Kong,ONCE,adv,Monomorphemic,OneHanded,N,57,Hand:Uln,---,Straight,"Str,Dir:to(Z)",7,---
HKG_057_a_0002,HKG - Hong Kong,(WIND) BLOW,v,Monomorphemic,OneHanded,N,57,Palm,---,BackAndForth,"Arc,Rep,Uni,Dir:to(Z)",---,---
HKG_057_a_0003,HKG - Hong Kong,SCENERY,n,Monomorphemic,OneHanded,N,57,Palm,---,BackAndForth,"Arc,Rep(2),Uni,Dir:to(Z)",---,---
HKG_057_a_0004,HKG - Hong Kong,HAND,n,Monomorphemic,OneHanded,N,57,Palm,---,None,---,---,---
HKG_057_a_0005,HKG - Hong Kong,IRONMONGER/METAL WORKS,n,Bimorphemic,OneHanded,N,57,Palm,---,None,---,---,---
HKG_057_a_0006,HKG - Hong Kong,OTHER,det,Monomorphemic,OneHanded,N,57,Hand:Bk,---,None,---,---,---
HKG_057_a_0008,HKG - Hong Kong,ALL DAY,adv,Monomorphemic,OneHanded,N,57,Palm,---,Straight,"Str,Trace",1,---
HKG_057_a_0009,HKG - Hong Kong,EXHAUSTION FAN,n,Bimorphemic,OneHanded,N,57,Palm,---,None,---,---,---
HKG_057_a_0010,HKG - Hong Kong,ALRIGHT / FORGET IT / LET IT BE / THAT'S ENOUGH,interj,Monomorphemic,OneHanded,N,57,Hand:Bk,---,None,---,---,---
HKG_057_a_0013,HKG - Hong Kong,HAVE AUTHORITY OVER (SOMETHING),v,Monomorphemic,OneHanded,N,57,Hand:Uln,---,Straight,"Str,Dir:to(Z)",1,---
HKG_057_a_0014,HKG - Hong Kong,HATE,v:agr,Monomorphemic,OneHanded,N,57,Hand:Uln,---,Straight,"Str,Dir:to(X)",17,---
HKG_057_a_0015,HKG - Hong Kong,RHEUMATISM,n,Bimorphemic,OneHanded,N,57,Palm,---,Curved,"Arc,Dir:to(Z)",---,---
HKG_057_a_0016a,HKG - Hong Kong,HOW MANY,interpron,Monomorphemic,OneHanded,N,57,Hand:Bk,---,None,---,---,---
HKG_057_a_0016b,HKG - Hong Kong,NUMBER,n,Monomorphemic,OneHanded,N,57,Hand:Bk,---,None,---,---,---
HKG_057_a_0016c,HKG - Hong Kong,OR SO / A NUMBER OF,adj,Monomorphemic,OneHanded,N,57,Hand:Bk,---,None,---,---,---
HKG_057_a_0016d,HKG - Hong Kong,NUMBER (LONG),n,Monomorphemic,OneHanded,N,57,Hand:Bk,---,BackAndForth,"Str,Rep,Bi,Trace",---,---
HKG_057_a_0016e,HKG - Hong Kong,WHAT NUMBER,interpron,Monomorphemic,OneHanded,N,57,Hand:Bk,---,BackAndForth,"Str,Rep,Bi,Trace",---,---
HKG_057_a_0017a,HKG - Hong Kong,BASKETBALL,n,Monomorphemic,OneHanded,N,57,Palm,---,Other,"Uni,Dir:to(Y)",---,---
HKG_057_a_0017b,HKG - Hong Kong,BOUNCE A BALL,v,Monomorphemic,OneHanded,N,57,Palm,---,Other,"Uni,Dir:to(Y)",---,---
HKG_057_a_0017c,HKG - Hong Kong,DRIBBLE,v,Monomorphemic,OneHanded,N,57,Palm,---,Other,"Uni,Dir:to(Y)",---,---
HKG_057_a_0018,HKG - Hong Kong,CATCH,v:agr,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Tip",---,Straight,"Str,Dir:fr(X),Hold",1,---
HKG_057_a_0019,HKG - Hong Kong,USE,v,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Tip",---,None,---,1,---
HKG_057_a_0020,HKG - Hong Kong,CLAWS,n,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Tip",---,None,---,58,---
HKG_057_a_0021,HKG - Hong Kong,SQUEEZE,v,Monomorphemic,OneHanded,N,57,Hand:Bk,---,None,---,1,---
HKG_057_a_0022,HKG - Hong Kong,GOD,n,Monomorphemic,OneHanded,N,57,Palm:He,---,Straight,"Str,Dir:fr(Y)",7,---
HKG_057_a_0026,HKG - Hong Kong,BEAR (SOMETHING) IN MIND,v,Monomorphemic,OneHanded,N,57,Hand:Bk,Forehead,Straight,"Str,Pivot,Dir:to(XB),Con",1,---
HKG_057_a_0026a,HKG - Hong Kong,BEAR (SOMETHING) IN MIND,v,Monomorphemic,OneHanded,N,57,Hand:Bk,Forehead,Straight,"Str,Pivot,Dir:to(XB),Con",1,---
HKG_057_a_0026b,HKG - Hong Kong,BEAR (SOMETHING) IN MIND,v,Monomorphemic,OneHanded,N,57,Hand:Bk,Forehead,Straight,"Str,Pivot,Dir:to(XB),Con",1,---
HKG_057_a_0027,HKG - Hong Kong,IGNORE ADVICE,v,Monomorphemic,OneHanded,N,57,Palm,Forehead,Straight,"Str,Dir:to(XB)",---,---
HKG_057_a_0029,HKG - Hong Kong,BE ATTRACTED TO,v,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Tip",Face,Straight,"Str,Dir:fr(XB)",51,---
HKG_057_a_0033,HKG - Hong Kong,FASHIONABLE,adj,Monomorphemic,OneHanded,N,57,I:Fr,Nose,Curved,"Arc,Dir:fr(XB)",44,---
HKG_057_a_0034,HKG - Hong Kong,DISCARDABLE,adj,Monomorphemic,OneHanded,N,57,M:Fr,Nose,Straight,"Str,Dir:fr(XB)",14>57,---
HKG_057_a_0035,HKG - Hong Kong,HAVE NOT HEARD (ABOUT SOMETHING),v,Monomorphemic,OneHanded,N,57,Hand:Rad,Ear,Curved,"Arc,Dir:fr(XB)",---,---
HKG_057_a_0036,HKG - Hong Kong,MALE,n,Monomorphemic,OneHanded,N,57,Palm,Ear,None,---,---,---
HKG_057_a_0037,HKG - Hong Kong,COLOR,n,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Fr",Mouth,Straight,"Str,Trace",---,---
HKG_057_a_0038,HKG - Hong Kong,GULP DOWN,v,Monomorphemic,OneHanded,N,57,Palm,Mouth,Curved,"Arc,Dir:to(XB)",---,---
HKG_057_a_0039,HKG - Hong Kong,VOMIT,v,Monomorphemic,OneHanded,N,57,Palm,Mouth,Curved,"Arc,Dir:fr(XB)",---,---
HKG_057_a_0040,HKG - Hong Kong,BITTER,adj,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Tip",Mouth,Straight,"Str,Trace",59,---
HKG_057_a_0041,HKG - Hong Kong,CURRY,n,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Tip",Mouth,None,---,59,---
HKG_057_a_0042,HKG - Hong Kong,FISH,n,Monomorphemic,OneHanded,N,49,T:Rad,Chin,None,---,---,---
HKG_057_a_0043a,HKG - Hong Kong,FAKE,adj,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_057_a_0043b,HKG - Hong Kong,IF,conj,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_057_a_0043c,HKG - Hong Kong,IF,conj,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_057_a_0043d,HKG - Hong Kong,LIE,v,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Bk",Chin:Und,None,---,---,---
HKG_057_a_0049,HKG - Hong Kong,AGGRIEVED,adj,Monomorphemic,OneHanded,N,57,Palm,Torso,Straight,"Str,Trace",51,---
HKG_057_a_0050,HKG - Hong Kong,DETERIOURATE,v,Monomorphemic,OneHanded,N,57,"I,M,R,P:Fr",Torso,Curved,"Arc,BrushCon",17,---
HKG_057_a_0050a,HKG - Hong Kong,DETERIORATE,v,Monomorphemic,OneHanded,N,57,"I,M,R,P:Fr",Torso,Curved,"Arc,BrushCon",17,---
HKG_057_a_0050b,HKG - Hong Kong,WORSE THAN BEFORE,adj,Monomorphemic,OneHanded,N,57,"I,M,R,P:Fr",Torso,Curved,"Arc,BrushCon",17,---
HKG_057_a_0051,HKG - Hong Kong,DONATE,v,Monomorphemic,OneHanded,N,57,Hand:Uln,Torso,Straight,"Str,Trace",51,---
HKG_057_a_0052,HKG - Hong Kong,WORRY (VERY),v,Monomorphemic,OneHanded,N,57,Palm,Torso,None,---,---,---
HKG_057_a_0053a,HKG - Hong Kong,RELIEVED,adj,Monomorphemic,OneHanded,N,57,Palm,Torso,Straight,"Str,Trace",---,---
HKG_057_a_0053b,HKG - Hong Kong,RELIEVED,adj,Monomorphemic,OneHanded,N,57,Palm,Torso,BackAndForth,"Str,Rep(2),Uni,Trace",---,---
HKG_057_a_0054,HKG - Hong Kong,FULL,adj,Monomorphemic,OneHanded,N,57,Palm,Torso,None,---,---,---
HKG_057_a_0057,HKG - Hong Kong,SHOULDER,n,Monomorphemic,OneHanded,N,57,Palm,Shoulder,BackAndForth,"Str,Rep,Uni,Dir:to(Y),Con",---,---
HKG_057_a_0058,HKG - Hong Kong,RIGHT,adj,Monomorphemic,OneHanded,N,57,Palm,UpperArm,BackAndForth,"Str,Rep,Uni,Dir:to(XB),Con",---,---
HKG_057_a_0059,HKG - Hong Kong,LEFT,adj,Monomorphemic,OneHanded,N,57,Palm,UpperArm,BackAndForth,"Str,Rep,Uni,Dir:to(XB),Con",---,---
HKG_057_a_0060,HKG - Hong Kong,BOWLING,n,Monomorphemic,OneHanded,N,57,Hand:Uln,Waist,Straight,"Str,Dir:fr(XB)",---,---
HKG_057_a_0102,HKG - Hong Kong,NOT HAVE TO,mod,Monomorphemic,OneHanded,N,57,Palm,---,None,---,---,---
HKG_057_a_0103,HKG - Hong Kong,SOUVENIR,n,Monomorphemic,OneHanded,N,57,Hand,---,None,---,---,---
HKG_057_a_0104,HKG - Hong Kong,CANADA,n,Monomorphemic,OneHanded,N,57,"T,I,M,R,P:Fr",---,None,---,58,---
HKG_057_a_0105,HKG - Hong Kong,MATERNAL GRANDMOTHER,n,Monomorphemic,OneHanded,N,57,Palm,Head,Other,Con,---,---
HKG_057_a_0107,HKG - Hong Kong,FALL ASLEEP,v,Monomorphemic,OneHanded,N,57,Palm,Eye,Straight,"Str,Trace",2,---
HKG_057_a_0111,HKG - Hong Kong,HAND-PULLED NOODLES,n,Monomorphemic,OneHanded,N,57,Palm,---,Straight,"Str,Dir:to(X)",1,---
HKG_057_a_0113,HKG - Hong Kong,CAMBODIA,n,Monomorphemic,OneHanded,N,57,Hand:Rad,Torso,Curved,Arc,1,---
HKG_057_a_0114,HKG - Hong Kong,TAKE A BATH,v,Monomorphemic,OneHanded,N,57,Palm,Torso,BackAndForth,"Str,Rep,Trace",---,---
HKG_057_a_0116,HKG - Hong Kong,HEALTH,n,Monomorphemic,OneHanded,N,57,Palm,Torso,Straight,"Str,Trace",---,---
HKG_057_a_0117,HKG - Hong Kong,RAINBOW,n,Monomorphemic,OneHanded,N,57,Palm,Mouth,Straight,"Str,Trace",---,---
HKG_057_a_0118,HKG - Hong Kong,FEEL DISAPPOINTED,adj,Monomorphemic,OneHanded,N,57,Hand:Uln,Torso,Straight,"Str,Trace",51,---
HKG_057_a_0120,HKG - Hong Kong,HAT,n,Monomorphemic,OneHanded,N,57,Palm,Head,Straight,"Str,Dir:to(XB)",---,---
HKG_057_a_0121,HKG - Hong Kong,MACAU,n,Monomorphemic,OneHanded,N,57,I:Tip,Cheek,None,---,---,---
HKG_057_a_0122,HKG - Hong Kong,COLOUR,n,Monomorphemic,OneHanded,N,57,Palm,Mouth,BackAndForth,"Str,Rep,Bi,Trace",---,---
HKG_057_a_0124,HKG - Hong Kong,NOISE,n,Monomorphemic,OneHanded,N,57,Palm,Ear,BackAndForth,"Str,Rep,Dir:to(XB)",---,---
HKG_058_a_0001,HKG - Hong Kong,GEOGRAPHY,n,Monomorphemic,OneHanded,N,58,Hand:Bk,---,None,---,---,---
HKG_058_a_0002a,HKG - Hong Kong,MOST LIKELY,adj,Monomorphemic,OneHanded,N,58,Hand:Bk,---,BackAndForth,"Bi,Pivot",---,---
HKG_058_a_0002b,HKG - Hong Kong,POPULAR,adj,Monomorphemic,OneHanded,N,58,Hand:Bk,---,BackAndForth,"Bi,Pivot",---,---
HKG_058_a_0003,HKG - Hong Kong,HAVE AN INFECTION,v,Monomorphemic,OneHanded,N,58,Hand:Bk,---,BackAndForth,Bi,---,---
HKG_058_a_0004,HKG - Hong Kong,BELL,n,Monomorphemic,OneHanded,N,58,Palm,---,None,---,---,---
HKG_058_a_0006,HKG - Hong Kong,YELLOW,adj,Monomorphemic,OneHanded,N,58,Palm,Cheek,None,---,---,---
HKG_058_a_0007,HKG - Hong Kong,DISTRACTED,adj,Monomorphemic,OneHanded,N,58,"T,I,M,R,P:Tip",Ear,None,---,---,---
HKG_058_a_0008,HKG - Hong Kong,PIG,n,Monomorphemic,OneHanded,N,58,"T,I,M,R,P:Tip",Mouth,None,---,---,---
HKG_058_a_0009,HKG - Hong Kong,PORK,n,Bimorphemic,OneHanded,N,58,"T,I,M,R,P:Tip",Mouth,None,---,---,---
HKG_058_a_0010,HKG - Hong Kong,APPLE,n,Monomorphemic,OneHanded,N,58,"T,I,M,R,P:Tip",Mouth,None,---,---,---
HKG_058_a_0012a,HKG - Hong Kong,STUBBORN,adj,Monomorphemic,OneHanded,N,58,"I,M,R,P:Tip",Neck,None,---,---,---
HKG_058_a_0012b,HKG - Hong Kong,STUBBORN,adj,Monomorphemic,OneHanded,N,58,"I,M,R,P:Tip",Neck,None,---,---,---
HKG_058_a_0013a,HKG - Hong Kong,ANGRY,adj,Monomorphemic,OneHanded,N,58,Hand:Uln,Torso,BackAndForth,"Str,Rep,Uni,Trace",---,---
HKG_058_a_0013b,HKG - Hong Kong,UNFRIENDLY,adj,Monomorphemic,OneHanded,N,58,Hand:Uln,Torso,BackAndForth,"Str,Rep,Uni,Trace",---,---
HKG_058_a_0014,HKG - Hong Kong,FEEL,v,Monomorphemic,OneHanded,N,58,"T,I,M,R,P:Tip",Torso,BackAndForth,"Str,Rep(2),Uni,Pivot,Dir:to(XB),Con",---,---
HKG_059_a_0001,HKG - Hong Kong,RELATIVES,n,Monomorphemic,OneHanded,N,59,"I,M,R,P:Bk",Cheek,BackAndForth,"Str,Rep(2),Uni,Trace",---,---
HKG_059_a_0002,HKG - Hong Kong,LOSE,v,Monomorphemic,OneHanded,N,59,"I,M,R,P:Bk",Cheek,Curved,"Arc,Dir:fr(XB)",---,---
HKG_060_a_0001,HKG - Hong Kong,RECORD ON TAPE,v,Monomorphemic,OneHanded,N,60,"T,I,M,R,P:Tip",---,BackAndForth,"Str,Rep,Uni,Dir:fr(Z)",51,---
HKG_060_a_0002,HKG - Hong Kong,COLOR FADES,v,Monomorphemic,OneHanded,N,60,Hand:Bk,---,Straight,"Str,Dir:to(Y)",51,---
HKG_060_a_0003,HKG - Hong Kong,FOX,n,Monomorphemic,OneHanded,N,60,"T,I,M,R,P:Tip",Mouth,Straight,"Str,Dir:fr(XB)",51,---
HKG_060_a_0004,HKG - Hong Kong,DOLPHIN,n,Bimorphemic,OneHanded,N,60,"T,I,M,R,P:Tip",Mouth,Straight,"Str,Dir:fr(XB)",51,---
HKG_060_a_0005,HKG - Hong Kong,ASSUME FULL RESPONSIBILITY,v,Monomorphemic,OneHanded,N,60,Hand:Bk,Shoulder,Curved,"Arc,Dir:to(XB),Con",51,---
HKG_060_a_0006,HKG - Hong Kong,AIR CONDITIONING,n,Monomorphemic,OneHanded,N,60,Hand:Uln,Torso,Straight,"Str,Trace",51,---
ID1_001_a_0001,"ID1 - Jakarta, Indonesia",LOVE (NON-ROMANTICALLY),v,---,OneHanded,N,1,Palm,Torso,BackAndForth,"Str,Rep,Pivot,Trace,Dir:to(Y)",---,---
ID1_001_a_0002,"ID1 - Jakarta, Indonesia",SECOND,num,---,OneHanded,N,1,Palm,Torso,Straight,"Str,Trace,Dir:to(Y)",28,---
ID1_001_a_0003,"ID1 - Jakarta, Indonesia",THIRD,num,---,OneHanded,N,1,Palm,Torso,Straight,"Str,Trace,Dir:to(Y)",38,---
ID1_001_a_0004,"ID1 - Jakarta, Indonesia",STRONG,adj,---,OneHanded,N,1,Hand:Rad,Shoulder,Curved,"Arc,Pivot,Trace,Hold",---,---
ID1_001_a_0005,"ID1 - Jakarta, Indonesia",FIRST,num,---,OneHanded,N,1,Hand:Bk,Torso,None,---,7,---
ID1_001_a_0006,"ID1 - Jakarta, Indonesia",SCHOOL-BAG (HAND-CARRY),n,---,OneHanded,N,1,Palm,Waist,BackAndForth,"Str,Rep,Bi,Trace",---,---
ID1_001_a_0007,"ID1 - Jakarta, Indonesia",HUSBAND,n,---,OneHanded,N,1,Palm,---,Curved,"Arc,Trace",---,---
ID1_001_a_0008,"ID1 - Jakarta, Indonesia",MARRY,v,---,OneHanded,N,1,Palm,---,None,---,---,---
ID1_002_a_0001,"ID1 - Jakarta, Indonesia",ELEVEN-A.M.-TO-TWO-P.M.,n,---,OneHanded,N,2,Palm,Torso,None,---,57,---
ID1_002_a_0002,"ID1 - Jakarta, Indonesia",LATE,adv,---,OneHanded,N,2,Palm,---,Straight,"Str,Pivot,Dir:to(Y)",57,---
ID1_002_a_0003,"ID1 - Jakarta, Indonesia",LATE,adv,---,OneHanded,N,2,Palm,---,None,---,57,---
ID1_002_a_0004,"ID1 - Jakarta, Indonesia",CHEAP,adj,---,OneHanded,N,2,Palm,---,Straight,"Str,Pivot,Dir:to(Y)",57,---
ID1_002_a_0005,"ID1 - Jakarta, Indonesia",DRY-SEASON,n,Monomorphemic,OneHanded,N,2,"T,I,M,R,P:Tip",Head,Straight,"Str,Dir:to(XB),Hold",57,---
ID1_002_a_0007,"ID1 - Jakarta, Indonesia",SUMATERA,n,Monomorphemic,OneHanded,N,2,"T,I,M,R,P:Tip",Head,None,---,---,---
ID1_002_a_0008,"ID1 - Jakarta, Indonesia",WET-SEASON_1,n,Monomorphemic,OneHanded,N,2,"T,I,M,R,P:Tip",Head,Other,"Rep(2),Dir:to(XB)",57,---
ID1_002_a_0009,"ID1 - Jakarta, Indonesia",TRUCK_1,n,Monomorphemic,OneHanded,N,2,"T,I,M,R,P:Tip",---,Straight,"Str,Pivot,Trace",---,---
ID1_002_a_0010,"ID1 - Jakarta, Indonesia",SEASON,n,Monomorphemic,OneHanded,N,2,"T,I,M,R,P:Tip",---,None,---,54,---
ID1_002_a_0011,"ID1 - Jakarta, Indonesia",FAST_2,adj,Monomorphemic,OneHanded,N,2,"T,I,M,R,P:Tip",---,Curved,"Arc,Pivot,Trace",57,---
ID1_003_a_0001,"ID1 - Jakarta, Indonesia",MOTHER,n,---,OneHanded,N,3,Palm,Head,BackAndForth,"Str,Rep,Trace,Dir:to(X)",---,---
ID1_004_a_0001,"ID1 - Jakarta, Indonesia",YOU (TO-OLDER-PEOPLE),n,---,OneHanded,N,4,Hand:Bk,---,Straight,"Str,Trace",---,---
ID1_004_a_0002,"ID1 - Jakarta, Indonesia",HE (TO-OLDER-PEOPLE),n,---,OneHanded,N,4,Hand:Bk,---,Straight,"Str,Trace",---,---
ID1_004_a_0003,"ID1 - Jakarta, Indonesia",WHO,que,---,OneHanded,N,4,T:Tip,Chin:Und,BackAndForth,"Str,Rep,Dir:fr(X),BrushCon",---,---
ID1_004_a_0004,"ID1 - Jakarta, Indonesia",WHOSE,que,---,OneHanded,N,4,Palm,Torso,Straight,"Str,Dir:fr(X),BrushCon",---,---
ID1_004_a_0005,"ID1 - Jakarta, Indonesia",SIX,num,---,OneHanded,N,4,Hand:Ant,---,Straight,"Str,Dir:to(X)",---,---
ID1_004_a_0006,"ID1 - Jakarta, Indonesia",CORRECT,adj,---,OneHanded,N,4,Hand:Ant,---,None,---,---,---
ID1_004_a_0007,"ID1 - Jakarta, Indonesia",SIXTEEN,num,---,OneHanded,N,4,T:Fr,---,None,---,---,---
ID1_004_a_0008,"ID1 - Jakarta, Indonesia",BALLPOINT-PEN (CLICK),n,---,OneHanded,N,4,T:Fr,---,None,---,---,---
ID1_004_a_0009,"ID1 - Jakarta, Indonesia",SIXTY,num,---,OneHanded,N,4,Hand:Ant,---,None,---,---,---
ID1_004_a_0010,"ID1 - Jakarta, Indonesia",ORANGE (COLOR),n,---,OneHanded,N,4,T:Bk,Chin,Straight,"Str,Trace,SCon",---,---
ID1_005_a_0001,"ID1 - Jakarta, Indonesia",EXPENSIVE,adj,---,OneHanded,N,5,Palm,---,None,---,57,---
ID1_005_a_0002,"ID1 - Jakarta, Indonesia",STICK,n,---,OneHanded,N,5,"I,M,R,P:Bk",---,BackAndForth,"Str,Rep,Dir:to(Y)",---,---
ID1_005_a_0003,"ID1 - Jakarta, Indonesia",VEGETABLE,n,---,OneHanded,N,5,"I,M,R,P:Bk",---,Straight,"Str,Pivot,Dir:fr(Y)",---,---
ID1_005_a_0004,"ID1 - Jakarta, Indonesia",CHEAP,adj,---,OneHanded,N,5,Hand:Bk,---,Straight,"Str,Dir:to(Y)",57,---
ID1_005_a_0005,"ID1 - Jakarta, Indonesia",PINEAPPLE,n,---,OneHanded,N,5,Hand:Rad,Chin,BackAndForth,"Str,Rep(2),Trace,Dir:to(X)",---,---
ID1_005_a_0006,"ID1 - Jakarta, Indonesia",HAVE-A-WASH,v,---,OneHanded,N,5,Hand:Bk,Shoulder,BackAndForth,"Arc,Rep,Pivot,Dir:to(X)",---,---
ID1_007_a_0001,"ID1 - Jakarta, Indonesia",RED,n,---,OneHanded,N,7,I:Fr,Chin,Curved,"Arc,Trace,SCon",---,---
ID1_007_a_0002,"ID1 - Jakarta, Indonesia",PINK,n,---,OneHanded,N,7,I:Fr,Chin,Curved,"Arc,Trace,SCon",---,---
ID1_007_a_0003,"ID1 - Jakarta, Indonesia",I,pron,---,OneHanded,N,7,I:Tip,Torso,BackAndForth,"Str,Rep,Dir:to(X),Con",---,---
ID1_007_a_0004,"ID1 - Jakarta, Indonesia",MINUS,v,---,OneHanded,N,7,Palm,---,Straight,"Str,Trace",---,---
ID1_007_a_0005,"ID1 - Jakarta, Indonesia",TO-THE-LEFT,adv,---,OneHanded,N,7,Palm,---,BackAndForth,"Str,Rep,Trace",---,---
ID1_007_a_0006,"ID1 - Jakarta, Indonesia",DOWN,adv,---,OneHanded,N,7,I:Tip,---,BackAndForth,"Str,Rep,Dir:to(Y)",---,---
ID1_007_a_0007,"ID1 - Jakarta, Indonesia",NOW,adv,---,OneHanded,N,7,I:Tip,---,BackAndForth,"Str,Rep,Dir:to(Y)",---,---
ID1_007_a_0008,"ID1 - Jakarta, Indonesia",FAMILY,n,---,OneHanded,N,7,I:Tip,---,None,---,---,---
ID1_007_a_0009,"ID1 - Jakarta, Indonesia",UGLY (THING),adj,---,OneHanded,N,7,I:Tip,Nose,None,---,---,---
ID1_007_a_0010,"ID1 - Jakarta, Indonesia",COLOR,n,---,OneHanded,N,7,I:Rad,Chin,None,---,---,---
ID1_007_a_0011,"ID1 - Jakarta, Indonesia",HAVE (EXISTENCE),v,---,OneHanded,N,7,I:Fr,---,Curved,"Arc,Pivot,Dir:to(Y)",---,---
ID1_007_a_0012,"ID1 - Jakarta, Indonesia",UP,adv,---,OneHanded,N,7,I:Fr,Head,BackAndForth,"Str,Rep,Uni,Trace",---,---
ID1_007_a_0013,"ID1 - Jakarta, Indonesia",MOST,adv,---,OneHanded,N,7,Hand:Bk,Shoulder,Curved,"Arc,Pivot,Dir:to(Y)",---,---
ID1_007_a_0014,"ID1 - Jakarta, Indonesia",ONE,num,---,OneHanded,N,7,I:Fr,---,None,---,---,---
ID1_007_a_0015,"ID1 - Jakarta, Indonesia",SECOND (TIME),n,---,OneHanded,N,7,I:Fr,---,None,---,---,---
ID1_007_a_0016,"ID1 - Jakarta, Indonesia",TO (TIME),postp,---,OneHanded,N,7,I:Fr,---,None,---,---,---
ID1_007_a_0017,"ID1 - Jakarta, Indonesia",MINUTE,n,---,OneHanded,N,7,I:Fr,---,Straight,"Str,Trace",---,---
ID1_007_a_0018,"ID1 - Jakarta, Indonesia",ELEVEN,num,---,OneHanded,N,7,I:Fr,---,None,---,---,---
ID1_007_a_0019,"ID1 - Jakarta, Indonesia",FIRST,num,---,OneHanded,N,7,Palm:He,---,Straight,"Str,Dir:to(Y)",---,---
ID1_007_a_0020,"ID1 - Jakarta, Indonesia",ONE-HUNDRED,num,---,OneHanded,N,7,I,---,None,---,---,---
ID1_007_a_0021,"ID1 - Jakarta, Indonesia",TOMORROW,n,---,OneHanded,N,7,I:Bk,Forehead,None,---,---,---
ID1_007_a_0022,"ID1 - Jakarta, Indonesia",THE-DAY-AFTER-TOMORROW,n,---,OneHanded,N,7,I:Bk,Forehead,Curved,"Arc,Pivot,Dir:fr(X)",---,---
ID1_007_a_0023,"ID1 - Jakarta, Indonesia",HE,pron,---,OneHanded,N,7,I:Fr,---,None,---,---,---
ID1_007_a_0024,"ID1 - Jakarta, Indonesia",TO-THE-RIGHT,adv,---,OneHanded,N,7,I:Fr,---,BackAndForth,"Str,Rep,Uni,Trace",---,---
ID1_007_a_0025,"ID1 - Jakarta, Indonesia",FATHER,n,---,OneHanded,N,7,I:Rad,Nose,Straight,"Str,Trace,SCon",---,---
ID1_007_a_0026,"ID1 - Jakarta, Indonesia",TO (PLACE),postp,---,OneHanded,N,7,I:Fr,---,Curved,"Arc,Trace",---,---
ID1_007_a_0027,"ID1 - Jakarta, Indonesia",YOU,pron,---,OneHanded,N,7,I:Tip,---,None,---,---,---
ID1_007_a_0028,"ID1 - Jakarta, Indonesia",THAT,det,---,OneHanded,N,7,I:Tip,---,None,---,---,---
ID1_007_a_0029,"ID1 - Jakarta, Indonesia",THIS,det,---,OneHanded,N,7,I:Tip,---,None,---,---,---
ID1_007_a_0030,"ID1 - Jakarta, Indonesia",TODAY,n,---,OneHanded,N,7,I:Tip,---,BackAndForth,"Str,Rep,Dir:to(Y)",---,---
ID1_007_a_0041,"ID1 - Jakarta, Indonesia",DEAD_1,v,Monomorphemic,OneHanded,N,7,I:Uln,---,Curved,"Arc,Pivot,Dir:to(X)",9,---
ID1_008_a_0001,"ID1 - Jakarta, Indonesia",PINK,n,---,OneHanded,N,8,I:Fr,Chin,Straight,"Str,Trace,BrushCon",---,---
ID1_008_a_0002,"ID1 - Jakarta, Indonesia",GOOD-LOOKING,adj,---,OneHanded,N,8,I:Fr,Chin,None,---,4,---
ID1_008_a_0003,"ID1 - Jakarta, Indonesia",SEVENTEEN,num,---,OneHanded,N,8,"T,I",---,None,---,---,---
ID1_008_a_0004,"ID1 - Jakarta, Indonesia",SEVEN,num,---,OneHanded,N,8,"T,I",---,None,---,---,---
